EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
954848,ORANGE COUNTY COASTAL (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,552,SGX,0,0,ASOS, , , , , , , , ,04/03/2021,0, , , , ,"High temperatures occurred in the upper 80s to low 90s. John Wayne airport reached 90 degrees.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",1
954856,COACHELLA VALLEY (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,61,SGX,0,0,ASOS, , , , , , , , ,04/04/2021,0, , , , ,"Hot temperatures occurred with plentiful 90s and even 100 degrees at Palm Springs Airport and 102 degrees at Thermal Airport.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",2
954853,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,48,SGX,0,0,ASOS, , , , , , , , ,04/03/2021,0, , , , ,"High temperatures reached into the upper 80s and low 90s.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",3
954852,ORANGE COUNTY INLAND (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,554,SGX,0,0,ASOS, , , , , , , , ,04/03/2021,0, , , , ,"Temperatures reached into the upper 80s and the low 90s, including Fullerton Airport at 92 degrees.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",4
954850,SAN DIEGO COUNTY VALLEYS (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,50,SGX,0,0,RAWS, , , , , , , , ,04/03/2021,0, , , , ,"Temperatures reached the mid 90s in some spots, including San Pasqual Valley.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",5
954849,SAN DIEGO COUNTY COASTAL AREAS (ZONE), ,04/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,43,SGX,0,0,ASOS, , , , , , , , ,04/03/2021,0, , , , ,"Temperatures peaked in the upper 80s and lows 90s. Oceanside airport reached 88 degrees.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",6
954857,APPLE AND LUCERNE VALLEYS (ZONE), ,04/02/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,60,SGX,0,0,Mesonet, , , , , , , , ,04/04/2021,0, , , , ,"Areas of the desert saw temperatures reach into the upper 80s.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",7
954858,SAN DIEGO COUNTY DESERTS (ZONE), ,04/02/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,157991,Z,62,SGX,0,0,Mesonet, , , , , , , , ,04/04/2021,0, , , , ,"Areas of the SD deserts saw temperatures over 100 degrees, including Ocotillo Wells at 102 degrees.","An area of upper-level high pressure centered over the southwestern U.S. led to well-above average temperatures across Southern California, as well as elevated thunderstorm convection. Fog along the coast caused travel disruptions.",8
955392,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,57,SGX,0,0,Mesonet, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures top out into the low to mid 90s.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",9
955389,COACHELLA VALLEY (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,61,SGX,0,0,ASOS, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures from 100-110 degrees.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",10
955388,SAN DIEGO COUNTY DESERTS (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,62,SGX,0,0,Mesonet, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures from 100-110 degrees.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",11
955387,SAN DIEGO COUNTY VALLEYS (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,50,SGX,0,0,Mesonet, , , , , , , , ,04/28/2021,2000, , , , ,"The area saw temperatures reach into the 90s to 100 degrees.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",12
955394,APPLE AND LUCERNE VALLEYS (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,60,SGX,0,0,Mesonet, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures top out into the low to mid 90s.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",13
955391,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,48,SGX,0,0,ASOS, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures from 90-100 degrees.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",14
955393,ORANGE COUNTY INLAND (ZONE), ,04/28/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,554,SGX,0,0,ASOS, , , , , , , , ,04/29/2021,2100, , , , ,"The region saw high temperatures top out into the low to mid 90s.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",15
955386,SAN DIEGO COUNTY COASTAL AREAS (ZONE), ,04/29/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,158052,Z,43,SGX,0,0,ASOS, , , , , , , , ,04/30/2021,2000, , , , ,"The area saw temperatures reach into the low 90s away from the coast.","An area of upper-level high pressure centered over Southern California brought record-breaking heat across the region April 29th and 30th.",16
963146,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,13,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",17
963154,NORTHEAST FOOTHILLS/SACRAMENTO VALLEY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,66,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",18
963153,MOUNTAINS SOUTHWESTERN SHASTA COUNTY TO WESTERN COLUSA COUNTY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,63,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",19
963149,SOUTHERN SACRAMENTO VALLEY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,17,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",20
963148,CENTRAL SACRAMENTO VALLEY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,16,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",21
963147,NORTHERN SACRAMENTO VALLEY (ZONE), ,05/30/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,15,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",22
963150,CARQUINEZ STRAIT AND DELTA (ZONE), ,05/31/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,18,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2100, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",23
963155,MOTHERLODE/CAMPTONVILLE TO GROVELAND (ZONE), ,05/31/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,67,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",24
963152,NORTHERN SAN JOAQUIN VALLEY (ZONE), ,05/31/2021,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,159138,Z,19,STO,0,0,ASOS, , , , , , , , ,05/31/2021,2359, , , , ,"High pressure ridging brought a heat wave to Northern California over the Memorial Day weekend holiday. Temperatures reached upwards of 20 to 25 degrees above climatology. Several new record daily high temperatures and one record monthly high temperature record were set in the area. At the peak of the heat wave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record. Downtown Sacramento hit 106 tying the daily high temperature record. Sacramento Executive Airport reached 105 setting a new daily high temperature record. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.","The first major heat event of the year brought widespread moderate to high heat risk Memorial Day weekend to Northern California. Some Valley locations reached over 100 degrees for the first time this year. Several new record daily high temperatures and one record monthly high temperature record were set in the area.",25
969440,MOUNTAINS SOUTHWESTERN SHASTA COUNTY TO WESTERN COLUSA COUNTY (ZONE), ,06/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,160412,Z,63,STO,0,0,ASOS, , , , , , , , ,06/03/2021,2100, , , , ,"At the peak of the heat wave on the 31st, The western foothills of the Sacramento Valley saw high temperatures reach 102 to 103 degrees.","High pressure ridging brought the first major heat event of the year to Northern California. Widespread moderate to high heat risk impacted the region Memorial Day weekend and into the first few days of June. Some Valley locations reached over 100 degrees for the first time this year. Temperatures generally reached upwards of 20 to 25 degrees above climatology. Several new daily high temperature records and one record monthly high temperature record were set in the area at the peak of the heatwave on the last day of May. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.",26
969435,NORTHERN SACRAMENTO VALLEY (ZONE), ,06/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,160412,Z,15,STO,0,0,ASOS, , , , , , , , ,06/03/2021,2100, , , , ,"At the peak of the heatwave on the 31st, Redding reached 109 breaking both the daily and monthly high temperature records. Red Bluff reached 108, setting a new daily high temperature record.","High pressure ridging brought the first major heat event of the year to Northern California. Widespread moderate to high heat risk impacted the region Memorial Day weekend and into the first few days of June. Some Valley locations reached over 100 degrees for the first time this year. Temperatures generally reached upwards of 20 to 25 degrees above climatology. Several new daily high temperature records and one record monthly high temperature record were set in the area at the peak of the heatwave on the last day of May. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.",27
969438,SOUTHERN SACRAMENTO VALLEY (ZONE), ,06/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,160412,Z,17,STO,0,0,ASOS, , , , , , , , ,06/01/2021,246, , , , ,"At the peak of the heatwave on the 31st, Downtown Sacramento hit 106 tying the daily high temperature record and Sacramento Executive Airport reached 105 setting a new daily high temperature record.","High pressure ridging brought the first major heat event of the year to Northern California. Widespread moderate to high heat risk impacted the region Memorial Day weekend and into the first few days of June. Some Valley locations reached over 100 degrees for the first time this year. Temperatures generally reached upwards of 20 to 25 degrees above climatology. Several new daily high temperature records and one record monthly high temperature record were set in the area at the peak of the heatwave on the last day of May. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.",28
969434,SHASTA LAKE/NORTH SHASTA COUNTY (ZONE), ,06/01/2021,0,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,160412,Z,13,STO,0,0,ASOS, , , , , , , , ,06/03/2021,2100, , , , ,"At the peak of the heatwave on the 31st, Lake Shasta Dam saw high temperatures reach 101 degrees during the event.","High pressure ridging brought the first major heat event of the year to Northern California. Widespread moderate to high heat risk impacted the region Memorial Day weekend and into the first few days of June. Some Valley locations reached over 100 degrees for the first time this year. Temperatures generally reached upwards of 20 to 25 degrees above climatology. Several new daily high temperature records and one record monthly high temperature record were set in the area at the peak of the heatwave on the last day of May. There were three cooling centers open in Sacramento County, one in Yolo County, one in Butte County and one in San Joaquin County.",29
