EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
328830,JOSHUA TREE NATIONAL PARK (ZONE), ,08/22/2011,1000,Excessive Heat, , ,2,0,0,0,CA,MST-7, ,54722,Z,30,PSR,0,0,Law Enforcement, , , , , , , , ,08/27/2011,2000, , , , ,"Strong high pressure developed over southeast California during late August, and led to excessive heat across Joshua Tree National Park beginning on Monday August 22nd. High temperatures across the east end of the park climbed well in excess of 100 degrees Monday, and peaked above 110 Tuesday through Saturday. The excessive heat led to the deaths of a 44 year old Dutch man and a 38 year old German woman on Monday afternoon. According to Lt. Tingle of the Sheriff's Indio station, the bodies were found near Black Eagle Mine road. The dead man was found on the edge of the road, about a mile and a half east of Pinto Basin Road, north of the Cottonwood Visitor's Center. The dead woman was found about one mile east of the man's body. Captain Raymond Gregory of the Sheriff's Indio station reported that the pair entered the park shortly before noon, and that they abandoned their vehicle in an area deemed impassable to passenger vehicles. Evidence indicated that they both succumbed to exposure to the elements.","Strong high pressure developed over southeast California during the latter portion of August, leading to excessive heat across Joshua Tree National Park. High temperatures on Monday, August 22nd climbed well above 100 degrees in the lower elevations of the park, and were in excess of 110 degrees over the hotter lower deserts from Tuesday through Saturday. The excessive heat led to the death of two foreign tourists on Monday, August 22nd.",1
463908,LOWER COLORADO RIVER VALLEY (ZONE), ,06/28/2013,1000,Excessive Heat, , ,0,0,0,0,CA,MST-7, ,76876,Z,31,PSR,0,0,ASOS, , , , , , , , ,06/30/2013,2359, , , , ,"A very strong upper level high pressure system was situated across the desert southwest in late June, 2013, and it lead to excessive heat along the lower Colorado River Valley of southeast California. According to the Blythe ASOS, high temperatures reached or exceeded 115 degrees each day from June 28th through the end of the month, peaking at 120 degrees on June 28th. An Excessive Heat Warning was issued beginning at 10 AM June 28th, continuing through the end of June and into early July.","A very strong upper level high pressure system developed across the desert southwest during the last few days of June 2013. This led to a protracted period of Excessive Heat over the lower southeastern California deserts, which began on June 28, and continued into the first week of July. High temperatures exceeded 115 degrees across some of the hottest deserts, including both Blythe and Imperial who saw high temperatures reach to 120 degrees on at least one of the days of the excessive heat event. An Excessive Heat Warning was issued beginning early on June 28th and continuing through the end of June and into early July.",2
463914,IMPERIAL COUNTY EXCEPT THE LOWER COLORADO RIVER VALLEY (ZONE), ,06/28/2013,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,76876,Z,33,PSR,0,0,ASOS, , , , , , , , ,06/30/2013,2359, , , , ,"A very strong upper level high pressure system was situated across the desert southwest in late June, 2013, and it lead to excessive heat across the southeastern California deserts. According to the Imperial ASOS, high temperatures at Imperial reached or exceeded 113 degrees each day from June 28th through the end of the month, peaking at 120 degrees on June 29th. An Excessive Heat Warning was issued beginning at 10 AM June 28th, continuing through the end of June and into early July.","A very strong upper level high pressure system developed across the desert southwest during the last few days of June 2013. This led to a protracted period of Excessive Heat over the lower southeastern California deserts, which began on June 28, and continued into the first week of July. High temperatures exceeded 115 degrees across some of the hottest deserts, including both Blythe and Imperial who saw high temperatures reach to 120 degrees on at least one of the days of the excessive heat event. An Excessive Heat Warning was issued beginning early on June 28th and continuing through the end of June and into early July.",3
471358,COACHELLA VALLEY (ZONE), ,06/28/2013,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,78322,Z,61,SGX,0,0,ASOS, , , , , , , , ,06/28/2013,2300, , , , ,"The Palm Springs ASOS recorded a high temperature of 118 degrees, which tied the previous record set on the 28th in 1979. The Indio mesonet station also tied their old record at 118, set in 2003.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 28th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, especially in the Coachella Valley and San Diego County mountains, as well as well above normal across the region, as a whole, during this period.",4
457703,DEATH VALLEY NATIONAL PARK (ZONE), ,06/28/2013,1200,Excessive Heat, , ,0,2,0,0,CA,PST-8, ,75827,Z,522,VEF,0,0,Newspaper, , , , , , , , ,06/30/2013,2359, , , , ,"Excessive Heat Warning criteria were reached each day from June 28th through 30th, and continued into July. Two people were overcome by heat in Death Valley on the 28th.","A large area of high pressure brought record-breaking temperatures to much of the Desert Southwest. Several people died from the heat, many more were injured, and some infrastructure was damaged.",5
471359,COACHELLA VALLEY (ZONE), ,06/29/2013,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,78322,Z,61,SGX,0,0,ASOS, , , , , , , , ,06/29/2013,2300, , , , ,"The Palm Springs and Thermal ASOS stations both recorded a high temperature of 122 degrees, which broke their old records of 121 and 118, respectively, in 1994. The Indio mesonet station set a record high of 121, breaking their old record of 117, set also in 1994.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 28th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, especially in the Coachella Valley and San Diego County mountains, as well as well above normal across the region, as a whole, during this period.",6
471364,SAN DIEGO COUNTY DESERTS (ZONE), ,06/29/2013,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,78322,Z,62,SGX,0,0,COOP Observer, , , , , , , , ,06/29/2013,2300, , , , ,"The Borrego Desert State Park COOP station recorded a high temperature of 120 degrees, which broke their previous record of 118, set in 1973.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 28th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, especially in the Coachella Valley and San Diego County mountains, as well as well above normal across the region, as a whole, during this period.",7
471361,SAN DIEGO COUNTY MOUNTAINS (ZONE), ,06/29/2013,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,78322,Z,58,SGX,0,0,COOP Observer, , , , , , , , ,06/29/2013,2300, , , , ,"The Campo COOP station recorded a high temperature of 106 degrees, which broke their previous record of 103, set in 1972.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 28th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, especially in the Coachella Valley and San Diego County mountains, as well as well above normal across the region, as a whole, during this period.",8
471365,SAN DIEGO COUNTY MOUNTAINS (ZONE), ,06/30/2013,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,78322,Z,58,SGX,0,0,COOP Observer, , , , , , , , ,06/30/2013,2300, , , , ,"The Campo COOP observer recorded a high temperature of 107 degrees, which broke the previous record of 101, set in 2006.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 28th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, especially in the Coachella Valley and San Diego County mountains, as well as well above normal across the region, as a whole, during this period.",9
469044,APPLE AND LUCERNE VALLEYS (ZONE), ,07/01/2013,1400,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,77794,Z,60,SGX,0,0,Mesonet, , , , , , , , ,07/01/2013,1600, , , , ,"The El Mirage mesonet station reached a high of 110 degrees.","A record-setting ridge of high pressure (600 dm over northern New Mexico) built in over the Great Basin and desert Southwest, beginning around June 29th, lasting through approximately July 7, when it hit another peak in temperatures. This resulted in extreme high temperatures, well above normal across the region during this period. The hottest days in July were the 1st through the 3rd, during which several record high minimums were set, as well as highs well over 100 degrees. Prolonged heat in the higher terrain was a significant impact, like in San Diego County.",10
