EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
887758,COACHELLA VALLEY (ZONE), ,04/24/2020,1300,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147575,Z,61,SGX,0,0,ASOS, , , , , , , , ,04/30/2020,2000, , , , ,"High temperatures of 100 to 106 degrees were observed in the Coachella Valley from the 24th through the 30th.","High pressure built into Southern California on April 22nd and continued through April 30th. The deserts experienced the most extreme heat, but the coast and valleys also had multiple days with record breaking heat. Palm Springs International Airport recorded 8 days with high temperatures exceeding 101 degrees, which has not occurred since April of 1945. According to San Diego County, there were 31 heat related calls placed by residents from April 24th through the 30th, with 22 of them transported to the hospital. With onshore flow and high pressure overhead, dense fog occurred at a few coastal San Diego locations on April 25th and 26th.",1
887759,SAN DIEGO COUNTY DESERTS (ZONE), ,04/24/2020,1300,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147575,Z,62,SGX,0,0,ASOS, , , , , , , , ,04/30/2020,2000, , , , ,"High temperatures of 100 to 105 degrees were recorded in the San Diego County deserts from the 24th through the 30th.","High pressure built into Southern California on April 22nd and continued through April 30th. The deserts experienced the most extreme heat, but the coast and valleys also had multiple days with record breaking heat. Palm Springs International Airport recorded 8 days with high temperatures exceeding 101 degrees, which has not occurred since April of 1945. According to San Diego County, there were 31 heat related calls placed by residents from April 24th through the 30th, with 22 of them transported to the hospital. With onshore flow and high pressure overhead, dense fog occurred at a few coastal San Diego locations on April 25th and 26th.",2
983438,IMPERIAL VALLEY (ZONE), ,04/26/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,567,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",3
983437,IMPERIAL COUNTY WEST (ZONE), ,04/26/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,566,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",4
983436,IMPERIAL COUNTY SOUTHEAST (ZONE), ,04/26/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,565,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",5
983440,CHUCKWALLA VALLEY (ZONE), ,04/26/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,570,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",6
983439,PALO VERDE VALLEY (ZONE), ,04/26/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,569,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",7
983441,IMPERIAL COUNTY SOUTHWEST (ZONE), ,04/27/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,162838,Z,562,PSR,0,0,County Official, , , , , , , , ,04/30/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to Excessive Heat Warning conditions across portions of southeast California.",8
887760,APPLE AND LUCERNE VALLEYS (ZONE), ,04/28/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147575,Z,60,SGX,0,0,ASOS, , , , , , , , ,04/29/2020,1900, , , , ,"High temperatures of 90 to 95 degrees were recorded in the High Desert on the 28th and 29th.","High pressure built into Southern California on April 22nd and continued through April 30th. The deserts experienced the most extreme heat, but the coast and valleys also had multiple days with record breaking heat. Palm Springs International Airport recorded 8 days with high temperatures exceeding 101 degrees, which has not occurred since April of 1945. According to San Diego County, there were 31 heat related calls placed by residents from April 24th through the 30th, with 22 of them transported to the hospital. With onshore flow and high pressure overhead, dense fog occurred at a few coastal San Diego locations on April 25th and 26th.",9
891225,COACHELLA VALLEY (ZONE), ,05/05/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148015,Z,61,SGX,0,0,ASOS, , , , , , , , ,05/10/2020,2000, , , , ,"Areas of the Coachella Valley saw high temperatures in the low 100s to 110 degrees from May 5th through 10th.","A large area of upper level high pressure over the Southwestern U.S. generated a prolonged heatwave from May 5th - 10th. Deserts were quite hot with some records broken. The high temperatures at Palm Springs International Airport were 101 degrees or higher for seven consecutive days (May 4-10). Even coastal areas got in on the warm weather, with San Diego International Airport hitting 85 degrees on May 6th. Coastal areas of San Diego County also experienced some dense fog on the mornings of the 7th and 8th. An accompanying shortwave trough brought some elevated convection bringing locally up to one quarter of an inch of rainfall on May 9th and another shortwave trough brought some windy conditions to the mountains and deserts with gusts 55-65 miles per hour on May 12th and 13th.",10
891226,SAN DIEGO COUNTY DESERTS (ZONE), ,05/05/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148015,Z,62,SGX,0,0,ASOS, , , , , , , , ,05/10/2020,2000, , , , ,"High temperatures across the lower deserts of San Diego County ranged from the low 100s to near 110 degrees May 5th through 10th.","A large area of upper level high pressure over the Southwestern U.S. generated a prolonged heatwave from May 5th - 10th. Deserts were quite hot with some records broken. The high temperatures at Palm Springs International Airport were 101 degrees or higher for seven consecutive days (May 4-10). Even coastal areas got in on the warm weather, with San Diego International Airport hitting 85 degrees on May 6th. Coastal areas of San Diego County also experienced some dense fog on the mornings of the 7th and 8th. An accompanying shortwave trough brought some elevated convection bringing locally up to one quarter of an inch of rainfall on May 9th and another shortwave trough brought some windy conditions to the mountains and deserts with gusts 55-65 miles per hour on May 12th and 13th.",11
985842,IMPERIAL COUNTY SOUTHEAST (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,565,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",12
985847,IMPERIAL COUNTY SOUTHWEST (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,562,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",13
985846,CHUCKWALLA VALLEY (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,570,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",14
985845,PALO VERDE VALLEY (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,569,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",15
985844,IMPERIAL VALLEY (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,567,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",16
985843,IMPERIAL COUNTY WEST (ZONE), ,05/06/2020,900,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,163314,Z,566,PSR,0,0,County Official, , , , , , , , ,05/07/2020,1900, , , , ,"","Strong high pressure over the Desert Southwest led to excessive heat conditions across parts of southeast California.",17
892296,DEATH VALLEY NATIONAL PARK (ZONE), ,05/08/2020,1200,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148183,Z,522,VEF,0,0,Official NWS Observations, , , , , , , , ,05/09/2020,2100, , , , ,"Death Valley National Park reached Excessive Heat Warning criteria.","High pressure pushed temperatures well above normal across the Mojave Desert. Death Valley National Park reached Excessive Heat Warning criteria.",18
883875,WEST SIDE HILLS (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,179,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",19
895478,SAN DIEGO COUNTY DESERTS (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148649,Z,62,SGX,0,0,Official NWS Observations, , , , , , , , ,05/28/2020,2000, , , , ,"Temperatures ranged from 105 to 110 degrees in parts of the San Diego County deserts.","Leading up to the heatwave, a cooler pattern set up over Southern California, where we saw an upper level trough bring wet and windy weather on May 18th and 19th. Rain totals of up to one inch were observed in parts of the mountains and wind gusts 45-55 miles per hour in areas of the mountains and deserts. By May 26th through 28th, an upper level high pressure system set up over the western U.S. and brought the region some intense heat. Temperatures were especially hot in the deserts with readings about 10 to 15 degrees above average, where parts of the Lower Deserts reached up to 111 degrees at Palm Springs.",20
895477,COACHELLA VALLEY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148649,Z,61,SGX,0,0,ASOS, , , , , , , , ,05/28/2020,2000, , , , ,"Temperatures generally ranged from 105 to 110 degrees across the Coachella Valley each day from the 26th to the 28th, though Palm Springs did hit 111 degrees on the 26th.","Leading up to the heatwave, a cooler pattern set up over Southern California, where we saw an upper level trough bring wet and windy weather on May 18th and 19th. Rain totals of up to one inch were observed in parts of the mountains and wind gusts 45-55 miles per hour in areas of the mountains and deserts. By May 26th through 28th, an upper level high pressure system set up over the western U.S. and brought the region some intense heat. Temperatures were especially hot in the deserts with readings about 10 to 15 degrees above average, where parts of the Lower Deserts reached up to 111 degrees at Palm Springs.",21
895476,APPLE AND LUCERNE VALLEYS (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,148649,Z,60,SGX,0,0,Official NWS Observations, , , , , , , , ,05/28/2020,2000, , , , ,"Temperatures ranged from near 100 in Victorville up to 107 degrees in Lucerne Valley on the 26th to the 28th.","Leading up to the heatwave, a cooler pattern set up over Southern California, where we saw an upper level trough bring wet and windy weather on May 18th and 19th. Rain totals of up to one inch were observed in parts of the mountains and wind gusts 45-55 miles per hour in areas of the mountains and deserts. By May 26th through 28th, an upper level high pressure system set up over the western U.S. and brought the region some intense heat. Temperatures were especially hot in the deserts with readings about 10 to 15 degrees above average, where parts of the Lower Deserts reached up to 111 degrees at Palm Springs.",22
883886,BAKERSFIELD (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,189,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",23
883885,EASTERN SAN JOAQUIN VALLEY IN KERN COUNTY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,188,HNX,0,0,Mesonet, , , , , , , , ,05/27/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",24
883884,WESTERN SAN JOAQUIN VALLEY IN KERN COUNTY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,187,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",25
883883,SOUTHERN KINGS COUNTY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,186,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",26
883882,TULARE COUNTY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,185,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",27
883881,FRESNO (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,184,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",28
883880,FOGGY BOTTOM (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,183,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",29
883878,WESTERN SAN JOAQUIN VALLEY (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,182,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",30
883877,MERCED AND MADERA (ZONE), ,05/26/2020,1000,Excessive Heat, , ,0,0,0,0,CA,PST-8, ,147034,Z,181,HNX,0,0,Mesonet, , , , , , , , ,05/28/2020,1900, , , , ,"Daytime highs ranged between 100 and 104 degrees on May 26 and between 103 and 107 degrees on May 27 and May 28.","A large area of high pressure built into California on May 25 and May 26. This resulted in much above normal daytime temperatures on both days with some locations setting new daily records on May 26. The high then strengthened on May 27 and May 28 resulting in widespread record heat over the region on both days with highs in the San Joaquin Valley mainly between 103 and 107 on both days. Triple digit heat was also observed across portions of the Sierra foothills and Kern County Deserts. Temperatures cooled by several degrees on May 29 and lowered to below seasonal averages by May 30 as the large area high pressure broke down, and a cold front pushed through the area.",31
